,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1-Apr-15 to 7-Nov-23,,,,,,,,
Date,Particulars,,,,Vch Type,Vch No.,Debit,Credit
13-Apr-22,By,Divyam Toys,,,Payment,27,,40.00
13-Apr-22,By,Divyam School Exp.,,,Payment,28,,40.00
14-Apr-22,To,Dhyani Creation,,,Receipt,11,2400.00,
14-Apr-22,To,G S Enterprise (Ghanshyambhai),,,Receipt,12,2500.00,
14-Apr-22,By,Home Cash Paid,,,Payment,29,,1000.00
14-Apr-22,By,Alpesh Vithhani,,,Payment,30,,100.00
14-Apr-22,By,Food,,,Payment,31,,20.00
15-Apr-22,By,Food,,,Payment,32,,20.00
15-Apr-22,By,Kalpesh Shiyani,,,Payment,34,,1000.00
18-Apr-22,By,Food,,,Payment,36,,100.00
19-Apr-22,By,Fingers Usb Hub,,,Payment,37,,500.00
20-Apr-22,By,Home Cash Paid,,,Payment,43,,200.00
20-Apr-22,By,Party With Friends,,,Payment,44,,100.00
20-Apr-22,By,Guest Expense,,,Payment,45,,200.00
21-Apr-22,To,Sanjay Govindbhai Sakhiya,,,Receipt,22,1500.00,
22-Apr-22,By,Food,,,Payment,46,,50.00
22-Apr-22,By,Food,,,Payment,47,,30.00
23-Apr-22,By,Bike Service,,,Payment,48,,60.00
23-Apr-22,By,Home Cash Paid,,,Payment,49,,500.00
24-Apr-22,By,Home Perquisites,,,Payment,50,,30.00
25-Apr-22,By,Home Cash Paid,,,Payment,55,,500.00
26-Apr-22,By,Party With Friends,,,Payment,58,,320.00
26-Apr-22,By,Kalpesh Shiyani,,,Payment,59,,20000.00
28-Apr-22,To,Farm Exp.,,,Receipt,27,5000.00,
28-Apr-22,By,Car Repairing,,,Payment,63,,500.00
28-Apr-22,By,Party With Friends,,,Payment,64,,170.00
29-Apr-22,By,Holiday Expenses,,,Payment,68,,520.00
30-Apr-22,By,Divyam Toys,,,Payment,71,,500.00
30-Apr-22,By,Holiday Expenses,,,Payment,72,,250.00
30-Apr-22,By,Misc. Expenses,,,Payment,73,,160.00
01-May-22,By,Home Perquisites,,,Payment,75,,150.00
02-May-22,To,Rameshbhai Dhirubhai Gohil,,,Receipt,33,1000.00,
02-May-22,To,Badashah Enterprise,,,Receipt,34,1500.00,
02-May-22,By,Home Perquisites,,,Payment,77,,450.00
04-May-22,To,Misc. Provisions,,,Receipt,38,499.00,
04-May-22,By,Home Cash Paid,,,Payment,83,,1800.00
04-May-22,By,Home Cash Paid,,,Payment,84,,200.00
04-May-22,By,Home Cash Paid,,,Payment,85,,500.00
07-May-22,By,Car Repairing,,,Payment,100,,3500.00
07-May-22,By,Home Cash Paid,,,Payment,101,,3500.00
10-May-22,To,Cash Reserve I,,,Receipt,46,2000.00,
12-May-22,By,Divyam Medicine,,,Payment,113,,170.00
13-May-22,By,Home Cash Paid,,,Payment,116,,500.00
14-May-22,By,Home Cash Paid,,,Payment,122,,500.00
14-May-22,To,Nitesh Italiya,,,Receipt,48,500.00,
14-May-22,By,Home Perquisites,,,Payment,123,,45.00
14-May-22,By,Divyam Medicine,,,Payment,124,,400.00
15-May-22,By,Home Perquisites,,,Payment,125,,70.00
15-May-22,By,Home Perquisites,,,Payment,126,,50.00
15-May-22,By,Deep,,,Payment,127,,150.00
16-May-22,By,Home Perquisites,,,Payment,129,,60.00
17-May-22,To,DBS Bank,,,Contra,3,4000.00,
17-May-22,By,Mandal Date CA Group 15,,,Payment,132,,2000.00
17-May-22,By,Food,,,Payment,133,,40.00
17-May-22,By,Party With Friends,,,Payment,134,,40.00
17-May-22,By,Food,,,Payment,135,,20.00
17-May-22,By,Home Perquisites,,,Payment,136,,80.00
17-May-22,By,Divyam Medicine,,,Payment,137,,200.00
21-May-22,By,Home Cash Paid,,,Payment,143,,500.00
22-May-22,By,Food,,,Payment,146,,60.00
23-May-22,By,Cash Reserve I,,,Payment,147,,3000.00
25-May-22,To,Bhavesh Sabhadiya (Loan)-1,,,Receipt,58,7500.00,
26-May-22,To,Rameshmama,,,Receipt,60,395.00,
26-May-22,By,Food,,,Payment,156,,100.00
28-May-22,By,Home Cash Paid,,,Payment,162,,500.00
28-May-22,By,Holiday Expenses,,,Payment,163,,351.00
01-Jun-22,To,Piyush Vaghasiya (Loan),,,Receipt,64,9500.00,
01-Jun-22,By,Party With Friends,,,Payment,170,,100.00
02-Jun-22,By,(as per details),,,Payment,172,,2000.00
,,Cash Reserve II,,,,,1500.00 Dr,
,,Cash Reserve II,,,,,500.00 Dr,
02-Jun-22,By,Holiday Expenses,,,Payment,174,,160.00
02-Jun-22,To,Bhavesh Rameshbhai Goyani,,,Receipt,65,2000.00,
04-Jun-22,To,Jigar,,,Receipt,66,10000.00,
04-Jun-22,By,Home Cash Paid,,,Payment,177,,500.00
07-Jun-22,By,Home Rent,,,Payment,180,,10000.00
09-Jun-22,By,Home Cash Paid,,,Payment,184,,1500.00
10-Jun-22,To,Piyush Vaghasiya (Loan),,,Receipt,68,3000.00,
10-Jun-22,By,Home Cash Paid,,,Payment,185,,500.00
11-Jun-22,By,Home Cash Paid,,,Payment,187,,2000.00
13-Jun-22,By,Divyam School Exp.,,,Payment,194,,500.00
15-Jun-22,By,Consultancy Exp.,,,Payment,201,,228.00
16-Jun-22,By,Food,,,Payment,205,,80.00
20-Jun-22,By,Home Cash Paid,,,Payment,211,,500.00
25-Jun-22,By,Food,,,Payment,218,,150.00
25-Jun-22,By,Misc. Expenses,,,Payment,219,,200.00
26-Jun-22,By,Home Cash Paid,,,Payment,222,,4500.00
29-Jun-22,By,Home Medicines,,,Payment,227,,880.00
30-Jun-22,By,Home Perquisites,,,Payment,229,,60.00
01-Jul-22,To,Dharmesh Lakkad,,,Receipt,83,10000.00,
01-Jul-22,By,Cash Reserve I,,,Payment,232,,10000.00
05-Jul-22,By,Cash Reserve II,,,Payment,238,,700.00
05-Jul-22,By,Home Cash Paid,,,Payment,239,,500.00
05-Jul-22,By,Divyam School Exp.,,,Payment,240,,500.00
05-Jul-22,By,Home Medicines,,,Payment,241,,1000.00
05-Jul-22,By,Merriage Chandlo Shrimant,,,Payment,242,,500.00
08-Jul-22,By,Divyam School Exp.,,,Payment,246,,70.00
09-Jul-22,By,Home Medicines,,,Payment,247,,500.00
11-Jul-22,By,Home Cash Paid,,,Payment,248,,2000.00
11-Jul-22,By,Home Cash Paid,,,Payment,249,,100.00
11-Jul-22,By,Food,,,Payment,250,,30.00
11-Jul-22,By,Mandal Date CA Group 15,,,Payment,251,,2000.00
11-Jul-22,To,Parulben Hiteshbhai Pansheriya,,,Receipt,94,1000.00,
11-Jul-22,To,Himalay,,,Receipt,95,720.00,
12-Jul-22,To,Shree Hanuman Tex,,,Receipt,97,3000.00,
12-Jul-22,To,Himalay,,,Receipt,98,700.00,
13-Jul-22,By,Food,,,Payment,254,,120.00
15-Jul-22,By,Piyush Vaghasiya,,,Payment,258,,100.00
18-Jul-22,By,Food,,,Payment,261,,60.00
18-Jul-22,To,Himalay,,,Receipt,109,1850.00,
19-Jul-22,To,G S Enterprise (Ghanshyambhai),,,Receipt,110,5800.00,
20-Jul-22,To,Dharmesh Lakkad,,,Receipt,113,11000.00,
20-Jul-22,By,Home Cash Paid,,,Payment,267,,500.00
21-Jul-22,By,Home Cash Paid,,,Payment,268,,1300.00
23-Jul-22,By,Home Cash Paid,,,Payment,278,,2400.00
23-Jul-22,By,Home Cash Paid,,,Payment,279,,100.00
25-Jul-22,By,Alpesh Vithhani,,,Payment,284,,6000.00
25-Jul-22,By,Home Cash Paid,,,Payment,285,,300.00
25-Jul-22,By,Consultancy Exp.,,,Payment,286,,200.00
27-Jul-22,By,Home Cash Paid,,,Payment,288,,500.00
30-Jul-22,By,Home Cash Paid,,,Payment,295,,100.00
30-Jul-22,By,Bike Service,,,Payment,296,,350.00
31-Jul-22,To,Badashah Enterprise,,,Receipt,129,1500.00,
31-Jul-22,To,Jivrajbhai Talshibhai Bodara,,,Receipt,130,1000.00,
31-Jul-22,To,(as per details),,,Receipt,131,2000.00,
,,Rajnikant Lavjibhai Thummar,,,,,,1000.00 Cr
,,CHANDRESH LAVAJIBHAI THUMMAR,,,,,,1000.00 Cr
31-Jul-22,To,(as per details),,,Receipt,132,3000.00,
,,Nitinbhai Nanubhai Kathiriya,,,,,,1000.00 Cr
,,Sharadkumar Nanubhai Kathiriya,,,,,,1000.00 Cr
,,Sagar Nanubhai Kathiriya,,,,,,1000.00 Cr
31-Jul-22,By,Cash Reserve I,,,Payment,297,,5000.00
31-Jul-22,By,Merriage Chandlo Shrimant,,,Payment,298,,200.00
31-Jul-22,By,Home Cash Paid,,,Payment,299,,1000.00
31-Jul-22,By,Divyam Toys,,,Payment,300,,150.00
01-Aug-22,By,Home Perquisites,,,Payment,303,,500.00
02-Aug-22,By,Home Cash Paid,,,Payment,305,,400.00
04-Aug-22,By,Food,,,Payment,308,,100.00
04-Aug-22,By,Home Perquisites,,,Payment,309,,480.00
04-Aug-22,By,Misc. Expenses,,,Payment,310,,1325.00
05-Aug-22,By,Food,,,Payment,312,,100.00
05-Aug-22,By,Food,,,Payment,313,,100.00
06-Aug-22,By,Party With Friends,,,Payment,314,,100.00
07-Aug-22,By,Party With Friends,,,Payment,316,,190.00
07-Aug-22,By,Rahil,,,Payment,317,,500.00
08-Aug-22,By,Home Cash Paid,,,Payment,318,,500.00
08-Aug-22,By,Party With Friends,,,Payment,319,,100.00
09-Aug-22,By,Home Cash Paid,,,Payment,320,,500.00
09-Aug-22,By,Food,,,Payment,322,,60.00
10-Aug-22,By,Piyush Vaghasiya,,,Payment,328,,500.00
10-Aug-22,By,Food,,,Payment,329,,60.00
11-Aug-22,By,Home Medicines,,,Payment,331,,350.00
11-Aug-22,By,Misc. Expenses,,,Payment,332,,400.00
12-Aug-22,By,Nitesh Italiya,,,Payment,333,,2000.00
12-Aug-22,By,Mandal Date CA Group 15,,,Payment,334,,2000.00
12-Aug-22,To,Piyush Vaghasiya,,,Receipt,149,500.00,
12-Aug-22,By,Party With Friends,,,Payment,335,,70.00
13-Aug-22,By,Party With Friends,,,Payment,337,,100.00
13-Aug-22,By,Party With Friends,,,Payment,338,,200.00
13-Aug-22,To,Cash Reserve I,,,Receipt,156,200.00,
13-Aug-22,To,Priyanshu,,,Receipt,158,1000.00,
16-Aug-22,By,Home Cash Paid,,,Payment,344,,1000.00
17-Aug-22,By,Holiday Expenses,,,Payment,347,,740.00
18-Aug-22,To,Himalay,,,Receipt,166,1730.00,
19-Aug-22,To,(as per details),,,Receipt,167,3700.00,
,,Rahil,,,,,,500.00 Cr
,,Arvindbhai Bholabhai Rokad,,,,,,1000.00 Cr
,,Kanchanben Arvinbhai Rokad,,,,,,1000.00 Cr
,,Rahil Arvindbhai Rokad,,,,,,700.00 Cr
,,Amar Vstra,,,,,,500.00 Cr
19-Aug-22,By,Misc. Expenses,,,Payment,351,,100.00
20-Aug-22,By,Home Cash Paid,,,Payment,352,,1000.00
21-Aug-22,To,Piyush Vaghasiya,,,Receipt,168,1500.00,
21-Aug-22,By,Home Cash Paid,,,Payment,355,,800.00
22-Aug-22,To,Nikhil Sabhadiya,,,Receipt,170,13500.00,
23-Aug-22,By,Piyush Vaghasiya,,,Payment,358,,100.00
23-Aug-22,By,Kalpesh Shiyani,,,Payment,359,,1000.00
23-Aug-22,By,Divyam School Exp.,,,Payment,360,,4200.00
27-Aug-22,By,Home Perquisites,,,Payment,366,,180.00
28-Aug-22,By,Home Cash Paid,,,Payment,369,,500.00
28-Aug-22,By,Home Cash Paid,,,Payment,370,,1100.00
29-Aug-22,By,Food,,,Payment,372,,30.00
31-Aug-22,By,Divyam Toys,,,Payment,378,,280.00
01-Sep-22,To,Chanchad,,,Receipt,179,8500.00,
01-Sep-22,By,Home Perquisites,,,Payment,381,,510.00
02-Sep-22,By,Home Cash Paid,,,Payment,384,,1000.00
02-Sep-22,By,Party With Friends,,,Payment,385,,100.00
03-Sep-22,By,Consultancy Exp.,,,Payment,389,,900.00
04-Sep-22,To,Rameshmama,,,Receipt,181,395.00,
04-Sep-22,By,Divyam School Exp.,,,Payment,390,,1500.00
07-Sep-22,By,Gift Exp.,,,Payment,399,,10000.00
07-Sep-22,By,Gift Exp.,,,Payment,400,,500.00
07-Sep-22,By,Mobile Repairing,,,Payment,401,,1900.00
07-Sep-22,By,Divyam School Exp.,,,Payment,402,,40.00
11-Sep-22,By,Piyush Vaghasiya (Loan),,,Payment,412,,1000.00
11-Sep-22,By,Misc. Expenses,,,Payment,413,,90.00
12-Sep-22,By,Home Cash Paid,,,Payment,414,,200.00
13-Sep-22,To,(as per details),,,Receipt,187,4000.00,
,,Kalpesh Shiyani (Loan),,,,,,3750.00 Cr
,,Piyush Vaghasiya (Loan),,,,,,250.00 Cr
13-Sep-22,By,Mandal Date CA Group 15,,,Payment,417,,2000.00
13-Sep-22,By,Home Cash Paid,,,Payment,418,,300.00
14-Sep-22,By,Home Cash Paid,,,Payment,419,,2000.00
14-Sep-22,To,Hiteshkumar Patel,,,Receipt,189,2000.00,
15-Sep-22,By,Home Cash Paid,,,Payment,423,,500.00
15-Sep-22,By,(as per details),,,Payment,426,,60.00
,,Food,,,,,20.00 Dr,
,,Divyam School Exp.,,,,,40.00 Dr,
17-Sep-22,By,Home Cash Paid,,,Payment,430,,140.00
20-Sep-22,By,Home Cash Paid,,,Payment,433,,200.00
20-Sep-22,By,Home Cash Paid,,,Payment,434,,1000.00
21-Sep-22,By,Asish Kathiriya,,,Payment,436,,5000.00
22-Sep-22,To,Dharmesh Lakkad,,,Receipt,200,35000.00,
23-Sep-22,By,Home Cash Paid,,,Payment,440,,30000.00
24-Sep-22,By,Home Cash Paid,,,Payment,443,,500.00
25-Sep-22,To,G S Enterprise (Ghanshyambhai),,,Receipt,205,2000.00,
25-Sep-22,To,G S Enterprise (Ghanshyambhai),,,Receipt,206,22000.00,
25-Sep-22,To,G S Enterprise (Ghanshyambhai),,,Receipt,207,1500.00,
25-Sep-22,By,Consultancy Exp.,,,Payment,445,,6500.00
25-Sep-22,By,Food,,,Payment,446,,100.00
26-Sep-22,By,Holiday Expenses,,,Payment,447,,190.00
28-Sep-22,To,Piyush Vaghasiya (Loan),,,Receipt,209,6000.00,
29-Sep-22,By,Divyam Toys,,,Payment,453,,100.00
30-Sep-22,By,Cash Reserve I,,,Payment,455,,20000.00
30-Sep-22,By,Petrol Expenses,,,Payment,456,,350.00
30-Sep-22,By,Home Cash Paid,,,Payment,457,,150.00
30-Sep-22,By,Misc. Expenses,,,Payment,458,,350.00
01-Oct-22,By,Food,,,Payment,461,,100.00
02-Oct-22,To,Priyanshu,,,Receipt,215,100.00,
02-Oct-22,By,Divyam Cloths,,,Payment,464,,500.00
02-Oct-22,By,Merriage Chandlo Shrimant,,,Payment,465,,200.00
02-Oct-22,By,Food,,,Payment,466,,40.00
03-Oct-22,By,Merriage Chandlo Shrimant,,,Payment,469,,800.00
04-Oct-22,By,Home Cash Paid,,,Payment,473,,200.00
04-Oct-22,To,Bhagwatiben Paladiya,,,Receipt,222,1000.00,
04-Oct-22,By,Home Perquisites,,,Payment,474,,190.00
05-Oct-22,By,(as per details),,,Payment,475,,700.00
,,Home Medicines,,,,,300.00 Dr,
,,Home Medicines,,,,,400.00 Dr,
06-Oct-22,By,Home Cash Paid,,,Payment,482,,1500.00
08-Oct-22,By,Home Cash Paid,,,Payment,485,,500.00
10-Oct-22,By,(as per details),,,Payment,488,,800.00
,,Charger,,,,,500.00 Dr,
,,Charger,,,,,300.00 Dr,
10-Oct-22,To,Rohitbhai Premjibhai Rathod,,,Receipt,240,1000.00,
11-Oct-22,By,(as per details),,,Payment,489,,7500.00
,,Consultancy Exp.,,,,,7000.00 Dr,
,,Consultancy Exp.,,,,,500.00 Dr,
11-Oct-22,By,Mandal Date CA Group 15,,,Payment,490,,4000.00
11-Oct-22,To,Mandal Date CA Group 15,,,Receipt,241,55000.00,
11-Oct-22,By,Cash Reserve I,,,Payment,491,,50000.00
11-Oct-22,By,Food,,,Payment,492,,40.00
11-Oct-22,By,Party With Friends,,,Payment,493,,200.00
12-Oct-22,By,Home Cash Paid,,,Payment,494,,6200.00
12-Oct-22,To,(as per details),,,Receipt,242,23000.00,
,,Shree Hanuman Tex,,,,,,20000.00 Cr
,,Shree Hanuman Tex,,,,,,3000.00 Cr
12-Oct-22,By,Home Cash Paid,,,Payment,495,,500.00
13-Oct-22,To,Nitesh Italiya,,,Receipt,243,300.00,
13-Oct-22,By,Merriage Chandlo Shrimant,,,Payment,498,,200.00
14-Oct-22,By,Misc. Expenses,,,Payment,500,,10.00
14-Oct-22,To,(as per details),,,Receipt,244,3500.00,
,,Sanjay Govindbhai Sakhiya,,,,,,3000.00 Cr
,,Manisha sanjaybhai Sakhiya,,,,,,500.00 Cr
14-Oct-22,By,(as per details),,,Payment,501,,930.00
,,Home Perquisites,,,,,700.00 Dr,
,,Home Perquisites,,,,,50.00 Dr,
,,Home Perquisites,,,,,180.00 Dr,
16-Oct-22,By,Food,,,Payment,507,,60.00
17-Oct-22,By,Home Cash Paid,,,Payment,508,,500.00
18-Oct-22,By,Home Perquisites,,,Payment,511,,150.00
19-Oct-22,By,Petrol Expenses,,,Payment,512,,200.00
19-Oct-22,To,Geetaben Kanjibhai Charaniya,,,Receipt,248,2500.00,
19-Oct-22,By,Consultancy Exp.,,,Payment,513,,7000.00
19-Oct-22,By,Consultancy Exp.,,,Payment,514,,7000.00
19-Oct-22,To,Ripan Babubhai Movaliya,,,Receipt,249,1000.00,
20-Oct-22,By,Holiday Expenses,,,Payment,515,,130.00
20-Oct-22,By,Consultancy Exp.,,,Payment,519,,400.00
21-Oct-22,By,Party With Friends,,,Payment,522,,400.00
23-Oct-22,By,Home Cash Paid,,,Payment,526,,2000.00
23-Oct-22,To,Cash Reserve I,,,Receipt,260,3000.00,
23-Oct-22,By,Hair Cut,,,Payment,527,,100.00
25-Oct-22,To,Vishal Sabhadiya,,,Receipt,263,300.00,
27-Oct-22,To,DBS Bank,,,Contra,11,5000.00,
29-Oct-22,To,Nikhil Sabhadiya,,,Receipt,264,2500.00,
30-Oct-22,By,Bhavesh Sabhadiya,,,Payment,534,,5000.00
30-Oct-22,By,Holiday Expenses,,,Payment,535,,3400.00
31-Oct-22,By,Home Perquisites,,,Payment,536,,150.00
31-Oct-22,To,Sharad Vala,,,Receipt,266,6700.00,
31-Oct-22,To,Cash Reserve I,,,Receipt,267,12000.00,
01-Nov-22,By,Petrol Expenses,,,Payment,539,,200.00
01-Nov-22,By,Holiday Expenses,,,Payment,540,,10.00
01-Nov-22,By,Holiday Expenses,,,Payment,541,,60.00
01-Nov-22,By,Boot Polish,,,Payment,545,,20.00
02-Nov-22,By,Bike Service,,,Payment,546,,2740.00
02-Nov-22,By,Bike Service,,,Payment,547,,1500.00
02-Nov-22,By,Food,,,Payment,548,,30.00
02-Nov-22,By,Bike Service,,,Payment,549,,300.00
03-Nov-22,By,Bike Service,,,Payment,551,,2150.00
03-Nov-22,By,Bike Service,,,Payment,552,,230.00
03-Nov-22,By,Home Perquisites,,,Payment,553,,220.00
04-Nov-22,By,Divyam Toys,,,Payment,554,,500.00
05-Nov-22,By,Party With Friends,,,Payment,556,,350.00
05-Nov-22,By,Party With Friends,,,Payment,557,,90.00
06-Nov-22,By,Holiday Expenses,,,Payment,560,,140.00
07-Nov-22,By,Holiday Expenses,,,Payment,562,,260.00
07-Nov-22,By,Nitesh Italiya,,,Payment,563,,500.00
07-Nov-22,By,Deep Shweta,,,Payment,564,,5000.00
09-Nov-22,By,Merriage Chandlo Shrimant,,,Payment,569,,500.00
09-Nov-22,To,Sharad Vala,,,Receipt,274,2100.00,
10-Nov-22,By,Home Cash Paid,,,Payment,572,,1000.00
10-Nov-22,By,Cloths,,,Payment,573,,650.00
10-Nov-22,To,Nitesh Italiya,,,Receipt,275,500.00,
10-Nov-22,By,Home Perquisites,,,Payment,575,,100.00
12-Nov-22,By,Home Perquisites,,,Payment,576,,250.00
13-Nov-22,By,(as per details),,,Payment,577,,580.00
,,Divyam School Exp.,,,,,400.00 Dr,
,,Divyam School Exp.,,,,,180.00 Dr,
13-Nov-22,By,Misc. Expenses,,,Payment,578,,450.00
15-Nov-22,By,Divyam School Exp.,,,Payment,579,,70.00
15-Nov-22,By,Food,,,Payment,580,,45.00
15-Nov-22,By,Divyam Toys,,,Payment,581,,80.00
16-Nov-22,By,Food,,,Payment,583,,30.00
17-Nov-22,By,Petrol Expenses,,,Payment,584,,300.00
17-Nov-22,By,Food,,,Payment,585,,35.00
18-Nov-22,By,Home Cash Paid,,,Payment,588,,1000.00
18-Nov-22,By,Food,,,Payment,589,,50.00
20-Nov-22,By,Home Medicines,,,Payment,593,,250.00
20-Nov-22,By,Home Perquisites,,,Payment,594,,100.00
20-Nov-22,By,Home Perquisites,,,Payment,595,,20.00
22-Nov-22,By,Home Medicines,,,Payment,600,,220.00
22-Nov-22,By,Home Perquisites,,,Payment,601,,660.00
24-Nov-22,By,Party With Friends,,,Payment,605,,340.00
25-Nov-22,By,Home Cash Paid,,,Payment,608,,2500.00
25-Nov-22,To,Cash Reserve I,,,Receipt,284,3000.00,
25-Nov-22,By,Party With Friends,,,Payment,609,,100.00
25-Nov-22,By,Guest Expense,,,Payment,611,,180.00
27-Nov-22,By,Home Cash Paid,,,Payment,612,,500.00
28-Nov-22,By,Home Cash Paid,,,Payment,613,,200.00
28-Nov-22,By,Food,,,Payment,614,,40.00
29-Nov-22,By,(as per details),,,Payment,620,,830.00
,,Divyam Medicine,,,,,500.00 Dr,
,,Divyam Medicine,,,,,190.00 Dr,
,,Divyam Medicine,,,,,140.00 Dr,
29-Nov-22,To,Cash Reserve I,,,Receipt,286,3000.00,
29-Nov-22,By,Food,,,Payment,621,,30.00
29-Nov-22,By,(as per details),,,Payment,622,,730.00
,,Divyam Medicine,,,,,500.00 Dr,
,,Divyam Medicine,,,,,230.00 Dr,
29-Nov-22,By,Home Perquisites,,,Payment,623,,50.00
30-Nov-22,By,(as per details),,,Payment,624,,520.00
,,Movie,,,,,450.00 Dr,
,,Holiday Expenses,,,,,60.00 Dr,
,,Holiday Expenses,,,,,10.00 Dr,
01-Dec-22,By,Home Cash Paid,,,Payment,627,,100.00
01-Dec-22,By,Party With Friends,,,Payment,628,,90.00
01-Dec-22,By,Divyam School Exp.,,,Payment,630,,350.00
03-Dec-22,By,Dilip Air,,,Payment,632,,1840.00
03-Dec-22,By,Home Cash Paid,,,Payment,635,,1000.00
03-Dec-22,To,Cash Reserve I,,,Receipt,288,1000.00,
03-Dec-22,By,Misc. Expenses,,,Payment,636,,300.00
04-Dec-22,By,Home Cash Paid,,,Payment,637,,100.00
05-Dec-22,To,DBS Bank,,,Contra,12,6000.00,
05-Dec-22,By,HP P1007 Leserjet Printer,,,Payment,641,,5900.00
06-Dec-22,By,Food,,,Payment,642,,40.00
07-Dec-22,By,Home Cash Paid,,,Payment,646,,100.00
07-Dec-22,By,Food,,,Payment,647,,30.00
07-Dec-22,By,Party With Friends,,,Payment,648,,400.00
08-Dec-22,By,(as per details),,,Payment,649,,180.00
,,Holiday Expenses,,,,,90.00 Dr,
,,Home Perquisites,,,,,30.00 Dr,
,,Home Perquisites,,,,,60.00 Dr,
08-Dec-22,To,Cash Reserve I,,,Receipt,292,2500.00,
09-Dec-22,To,Piyush Vaghasiya (Loan),,,Receipt,294,1500.00,
09-Dec-22,To,(as per details),,,Receipt,295,2000.00,
,,Ankit Parshotambhai Vaghasiya,,,,,,1000.00 Cr
,,Ravi Parshotambhai Vaghasiya,,,,,,1000.00 Cr
11-Dec-22,By,Piyush Vaghasiya (Loan),,,Payment,651,,62.00
11-Dec-22,By,(as per details),,,Payment,652,,1600.00
,,Home Cash Paid,,,,,1400.00 Dr,
,,Home Cash Paid,,,,,200.00 Dr,
11-Dec-22,By,Holiday Expenses,,,Payment,653,,240.00
12-Dec-22,To,G S Enterprise (Ghanshyambhai),,,Receipt,297,1500.00,
12-Dec-22,By,Home Cash Paid,,,Payment,654,,5000.00
12-Dec-22,By,Misc. Expenses,,,Payment,655,,108.00
13-Dec-22,To,Dhyani Creation,,,Receipt,298,8100.00,
13-Dec-22,To,Kalpesh Shiyani (Loan),,,Receipt,299,3750.00,
13-Dec-22,By,Misc. Expenses,,,Payment,659,,20.00
13-Dec-22,By,Party With Friends,,,Payment,660,,90.00
13-Dec-22,By,Home Perquisites,,,Payment,661,,10.00
13-Dec-22,By,Holiday Expenses,,,Payment,662,,50.00
14-Dec-22,By,Home Medicines,,,Payment,663,,200.00
15-Dec-22,By,Alpesh Vithani,,,Payment,666,,831.00
16-Dec-22,By,Party With Friends,,,Payment,669,,110.00
16-Dec-22,By,Cloths,,,Payment,670,,1480.00
17-Dec-22,By,Food,,,Payment,671,,79.00
18-Dec-22,By,Home Perquisites,,,Payment,677,,50.00
18-Dec-22,By,Home Perquisites,,,Payment,678,,25.00
18-Dec-22,By,Holiday Expenses,,,Payment,679,,550.00
19-Dec-22,By,Home Cash Paid,,,Payment,681,,500.00
19-Dec-22,By,Divyam School Exp.,,,Payment,682,,20.00
19-Dec-22,By,Home Perquisites,,,Payment,683,,35.00
20-Dec-22,To,Consultancy,,,Receipt,306,1000.00,
21-Dec-22,To,Piyush Vaghasiya,,,Receipt,307,2000.00,
21-Dec-22,By,Divyam School Exp.,,,Payment,688,,170.00
22-Dec-22,By,Home Perquisites,,,Payment,689,,490.00
22-Dec-22,By,Party With Friends,,,Payment,690,,70.00
23-Dec-22,By,Home Cash Paid,,,Payment,691,,200.00
23-Dec-22,By,Home Perquisites,,,Payment,692,,100.00
23-Dec-22,By,Food,,,Payment,693,,20.00
23-Dec-22,By,Divyam Medicine,,,Payment,694,,50.00
23-Dec-22,By,Home Perquisites,,,Payment,695,,170.00
23-Dec-22,By,Home Perquisites,,,Payment,696,,70.00
24-Dec-22,To,(as per details),,,Receipt,312,3000.00,
,,Chetan Gandubhai Vaghasiya,,,,,,1000.00 Cr
,,Jayesh Chandubhai Panseriya,,,,,,1000.00 Cr
,,Payal Jayeshbhai Panseriya,,,,,,1000.00 Cr
24-Dec-22,By,My Medicine,,,Payment,699,,180.00
24-Dec-22,By,Food,,,Payment,700,,30.00
24-Dec-22,By,Misc. Expenses,,,Payment,701,,100.00
24-Dec-22,By,Cash Reserve I,,,Payment,702,,10000.00
25-Dec-22,By,Home Perquisites,,,Payment,703,,20.00
25-Dec-22,By,Home Perquisites,,,Payment,704,,240.00
26-Dec-22,By,Party With Friends,,,Payment,705,,40.00
26-Dec-22,To,Mandal Date CA Group 15,,,Receipt,314,31000.00,
26-Dec-22,By,Cash Reserve I,,,Payment,711,,19000.00
27-Dec-22,By,Gift Exp.,,,Payment,712,,600.00
27-Dec-22,By,Food,,,Payment,713,,120.00
28-Dec-22,By,Party With Friends,,,Payment,715,,70.00
29-Dec-22,By,Home Cash Paid,,,Payment,716,,1300.00
29-Dec-22,By,Home Perquisites,,,Payment,717,,2110.00
29-Dec-22,By,Home Cash Paid,,,Payment,718,,100.00
30-Dec-22,By,My Medicine,,,Payment,719,,500.00
01-Jan-23,By,Food,,,Payment,722,,30.00
01-Jan-23,By,Home Perquisites,,,Payment,723,,550.00
01-Jan-23,By,(as per details),,,Payment,724,,1160.00
,,Holiday Expenses,,,,,1000.00 Dr,
,,Holiday Expenses,,,,,100.00 Dr,
,,Holiday Expenses,,,,,60.00 Dr,
02-Jan-23,By,Food,,,Payment,727,,50.00
03-Jan-23,By,Home Perquisites,,,Payment,730,,200.00
03-Jan-23,By,Party With Friends,,,Payment,731,,100.00
03-Jan-23,By,Nitesh Italiya,,,Payment,732,,400.00
